experiment,0,1,2,3
"[22,50,10]_test",11.069082275530343,11.48974716161055,11.559261493774589,11.191642813011248
"[22,50,10]_train",3.551832905226415,3.4920383842799816,3.5125647728154976,3.19072426380736
"[22,50,50]_test",4.9461995251367314,4.8005665859467355,5.004612760175238,4.817301626000181
"[22,50,50]_train",6.838458295903364,6.838458295903364,6.838458295903364,6.838458295903364
"[200,50,10]_test",10.654590771527529,10.654590771527529,10.654590771527529,10.654590771527529
"[200,50,10]_train",3.093257420532473,3.093257420532473,3.093257420532473,3.093257420532473
"[200,20,50]_test",5.904598834264658,5.904598834264658,5.904598834264658,5.904598834264658
"[200,20,50]_train",0.1434455540860198,0.1434455540860198,0.1434455540860198,0.1434455540860198
"[200,20,10]_test",6.999295978924947,6.999295978924947,6.999295978924947,6.999295978924947
"[200,20,10]_train",5.669716725881776,5.669716725881776,5.669716725881776,5.669716725881776
"[200,20,20]_test",7.362865035057522,7.362865035057522,7.362865035057522,7.362865035057522
"[200,20,20]_train",0.8951505656410182,0.8951505656410182,0.8951505656410182,0.8951505656410182
"[200,20,5]_test",7.012899535627443,7.012899535627443,7.012899535627443,7.012899535627443
"[200,20,5]_train",6.764987342900864,6.764987342900864,6.764987342900864,6.764987342900864
"[200,50,5]_test",9.726026643751831,9.726026643751831,9.726026643751831,9.726026643751831
"[200,50,5]_train",8.636485434511028,8.636485434511028,8.636485434511028,8.636485434511028
"[200,50,20]_test",7.499054757442901,7.499054757442901,7.499054757442901,7.499054757442901
"[200,50,20]_train",6.838458295903364,6.838458295903364,6.838458295903364,6.838458295903364
"[200,50,50]_test",5.99874580726835,5.99874580726835,5.99874580726835,5.99874580726835
"[200,50,50]_train",6.838458295903364,6.838458295903364,6.838458295903364,6.838458295903364
